Category,Length,Views,Rate
Entertainment,24,0,0
Entertainment,157,31,1
Entertainment,30,19,5
People & Blogs,336,0,0
Pets & Animals,44,3,0
Film & Animation,111,42,0
Film & Animation,184,6,0
Film & Animation,198,30,0
People & Blogs,46,0,0
Comedy,92,0,0
People & Blogs,86,0,0
Pets & Animals,107,0,0
Entertainment,11,0,0
People & Blogs,218,0,0
Travel & Events,480,0,0
Travel & Events,30,0,0
Music,213,2,0
Sports,475,49,0
Music,150,0,0
Music,120,3,0
Music,3,4,0
Pets & Animals,178,31,0
Music,70,0,0
Entertainment,375,0,0
Entertainment,45,119,0
Entertainment,259,0,0
People & Blogs,553,0,0
People & Blogs,272,0,0
Travel & Events,15,0,0
Music,428,3,0
Science & Technology,203,0,0
Entertainment,168,0,0
Entertainment,87,2,0
Entertainment,96,0,0
Comedy,146,120,0
Music,276,0,0
Music,231,0,0
Entertainment,138,0,0
Entertainment,467,0,0
Comedy,66,0,0
People & Blogs,354,80,4.78
Music,177,0,0
Film & Animation,224,0,0
Entertainment,260,0,0
Sports,105,0,0
Music,331,0,0
Autos & Vehicles,8,0,0
Science & Technology,40,0,0
Entertainment,115,0,0
Sports,163,0,0
Music,292,2,0
Education,600,0,0
Pets & Animals,220,0,0
Music,424,1,0
Music,247,0,0
Music,414,0,0
Music,213,0,0
Music,110,0,0
News & Politics,105,0,0
Comedy,626,0,0
Comedy,11,0,0
People & Blogs,356,0,0
Music,279,0,0
Music,226,18,5
Entertainment,149,0,0
Entertainment,130,0,0
Entertainment,51,13,0
People & Blogs,114,0,0
Music,54,2,0
Music,110,0,0
Music,405,0,0
Nonprofits & Activism,46,5,0
Entertainment,134,3,0
Comedy,17,2,0
People & Blogs,24,0,0
Comedy,85,58,0
Comedy,17,0,0
People & Blogs,123,0,0
Travel & Events,385,2,0
Comedy,10,66,0
Sports,574,9,0
Music,258,0,0
Music,177,9,0
Music,24,6,0
Nonprofits & Activism,44,0,0
Education,293,2,0
People & Blogs,311,6,0
Music,18,0,0
Comedy,33,119847,4.71
Comedy,239,109159,4.67
Entertainment,293,3998,4.36
Entertainment,105,141557,4.69
Music,250,422629,4.35
Comedy,218,90132,4.58
Entertainment,330,49640,4.45
News & Politics,543,37224,4.16
Entertainment,80,12124,4.69
Entertainment,158,37838,4.84
Entertainment,88,18063,4.71
Comedy,202,434456,4.23
News & Politics,52,62441,2.74
Comedy,154,1728,4.8
People & Blogs,101,13026,4.46
Film & Animation,105,188618,4.63
Entertainment,589,66028,4.8
Music,221,67717,3.77
Entertainment,287,14369,4.83
Entertainment,50,136851,4.02
Comedy,245,15702,4.9
Film & Animation,69,249342,4.44
Science & Technology,104,1224,5
People & Blogs,223,195465,4.17
News & Politics,207,95125,3.63
Entertainment,31,633497,2.54
Film & Animation,288,260996,4.71
Music,106,457,4.29
Comedy,283,194020,4.6
Comedy,33,232,5
Film & Animation,219,71,5
Comedy,114,125,5
Music,384,219525,4.61
Film & Animation,72,177082,4.84
Sports,135,172339,4.79
Nonprofits & Activism,407,123110,4.54
Music,272,102637,4.54
Music,246,80020,4.59
Entertainment,91,78733,3.45
Entertainment,59,77226,2.15
Comedy,94,75940,4.74
Entertainment,50,66049,3.87
Film & Animation,41,1264782,3.34
Sports,32,627672,3.87
Entertainment,50,502446,2.79
Comedy,280,8584,4.95
Music,8,19957,4.8
Music,175,15686,4.86
Music,376,18021,4.92
Comedy,279,61298,4.19
Entertainment,105,12146,4.94
Entertainment,105,14741,4.87
Music,111,7490,4.92
Music,240,20411,4.88
Music,309,869,4.58
Entertainment,568,26458,4.83
People & Blogs,274,18620,4.88
Entertainment,299,247,4.9
Sports,235,45712,4.87
Entertainment,184,37789,4.65
Entertainment,187,20332,4.91
People & Blogs,600,9580,4.93
Music,231,84922,2.25
News & Politics,233,87294,3.76
Music,191,37206,1.82
News & Politics,193,25253,4.32
Entertainment,87,4285,3.25
Music,269,206743,4.68
Entertainment,141,200539,1.88
Film & Animation,11,2102,3.4
Sports,178,6427,3.34
Music,838,27809,2.33
Entertainment,33,16558,4.88
Entertainment,48,5602,3.07
Howto & Style,184,73471,4.53
People & Blogs,231,135,0
Pets & Animals,168,52,0
Music,102,134,0
Howto & Style,19,145,0
Howto & Style,11,113,0
Entertainment,171,166,5
Entertainment,176,113,0
Entertainment,46,128,0
Travel & Events,17,67,0
Sports,24,112,0
Music,261,18,0
Film & Animation,61,3,0
Entertainment,599,9,0
Entertainment,540,2,2
People & Blogs,383,8,0
Music,253,0,0
Education,325,1,0
Entertainment,28,0,0
People & Blogs,255,0,0
Music,100,118,0
Music,299,0,0
Entertainment,220,1,0
Entertainment,92,221,0
Entertainment,163,2,0
Travel & Events,20,0,0
Sports,15,11,0
Entertainment,48,1,0
Travel & Events,112,1,0
Education,175,2,0
People & Blogs,30,0,0
Comedy,12,0,0
People & Blogs,187,4,0
Travel & Events,20,0,0
People & Blogs,61,41,5
People & Blogs,311,12,0
Music,182,0,0
Music,204,12,0
Film & Animation,163,10,0
Comedy,48,7,0
Music,154,0,0
Music,55,0,0
Music,61,4,0
Howto & Style,50,0,0
News & Politics,5,0,0
Entertainment,90,114,1
Comedy,240,0,0
Comedy,32,4,0
People & Blogs,55,6,0
Music,170,7,5
Music,332,13,0
Autos & Vehicles,44,0,0
Education,130,1,0
Entertainment,599,0,0
Entertainment,291,1,0
Comedy,22,1,0
Comedy,588,0,0
Comedy,58,0,0
Comedy,25,2,0
Sports,270,0,0
Sports,195,9,0
Music,480,0,0
Film & Animation,182,0,0
Education,493,0,0
Sports,25,6,0
Sports,164,0,0
Entertainment,320,7,5
Entertainment,182,0,0
People & Blogs,161,0,0
Music,241,0,0
Film & Animation,25,0,0
Entertainment,117,6,0
Entertainment,132,36,0
Entertainment,16,0,0
Sports,53,0,0
Autos & Vehicles,28,10,0
Education,593,2,0
Music,66,0,0
Music,24,0,0
Music,465,7,0
Autos & Vehicles,136,0,0
Education,17,0,0
Entertainment,188,1,0
People & Blogs,630,0,0
People & Blogs,142,0,0
Travel & Events,205,0,0
Music,91,0,0
People & Blogs,15,0,0
Film & Animation,229,10,5
Film & Animation,46,0,0
Education,253,2,0
Howto & Style,308,3,0
Music,135,0,0
Film & Animation,35,0,0
Comedy,334,0,0
People & Blogs,9,6,0
People & Blogs,322,0,0
Music,179,2,0
Entertainment,221,0,0
Entertainment,102,19,0
Sports,20,3,0
Comedy,191,252546,4.36
People & Blogs,215,264952,4.63
Comedy,339,55621,4.84
Entertainment,259,93956,4.74
Entertainment,239,138458,3.7
Entertainment,605,127120,4.78
News & Politics,434,144360,4.61
Comedy,179,42011,3.66
Entertainment,353,23161,4.91
Entertainment,126,86900,4.68
Music,202,182185,4.83
Entertainment,175,10366,1.41
Entertainment,374,22012,4.46
Sports,55,189973,4.51
People & Blogs,329,1076,4.8
Comedy,125,26517,4.64
Film & Animation,589,28407,4.92
Science & Technology,94,1163,4
Entertainment,53,34049,4.61
News & Politics,310,13465,4.8
Science & Technology,138,141474,2.54
Entertainment,180,654427,3.54
Entertainment,188,644921,4.77
Music,106,418459,4.71
People & Blogs,136,965125,4.27
News & Politics,542,132614,4.83
News & Politics,260,70791,2.28
Entertainment,89,204986,3.54
News & Politics,323,444945,4.53
Music,177,324885,4.61
Entertainment,170,260784,3.46
Music,247,337,1
Entertainment,268,1733,5
People & Blogs,326,313367,3.41
Autos & Vehicles,53,1411120,4.52
People & Blogs,240,215,5
People & Blogs,119,6594,4
Nonprofits & Activism,60,263149,3.82
Autos & Vehicles,289,450,5
Film & Animation,214,107052,3.35
People & Blogs,65,555,4.27
Film & Animation,142,274249,4.62
Comedy,727,3307,4.74
Education,540,227,5
Comedy,79,172,5
Comedy,24,272243,1.77
News & Politics,225,196563,4.72
News & Politics,150,145012,2.14
Music,246,85941,4.29
News & Politics,82,128949,3.7
News & Politics,624,34441,3.3
Sports,36,112538,4.7
Comedy,14,14170,1.53
Entertainment,593,50355,4.94
Film & Animation,590,26528,4.71
Sports,125,107214,4.79
Music,185,94568,3.36
People & Blogs,576,1177773,4.02
People & Blogs,368,773305,3.97
Comedy,30,617796,3.95
Entertainment,470,416572,4.51
News & Politics,272,589962,2.33
Entertainment,164,520016,4.77
Sports,74,481244,4.4
Comedy,144,155749,3.92
Entertainment,182,21035,4.93
Music,201,2166,4.92
Music,249,2131,4.9
Music,294,32328,4.86
Music,231,1466,4.94
Music,231,1577,4.96
Music,194,1756,4.95
Entertainment,445,13241,4.6
Entertainment,326,21368,4.86
Music,438,853,4.92
Entertainment,83,308341,4.68
Film & Animation,175,312357,4.37
Entertainment,40,67759,4.76
Music,225,197985,4.85
Entertainment,65,71285,4.8
Comedy,178,9395,4.84
Entertainment,159,61519,4.69
News & Politics,265,74666,4.85
Entertainment,423,13130,4.83
Entertainment,295,18504,4.91
Comedy,152,17066,4.87
Education,556,5962,4.74
People & Blogs,150,11701,4.87
Entertainment,338,93283,4.74
News & Politics,303,118366,4.91
Music,248,153407,3.55
Travel & Events,218,315868,3.16
Film & Animation,236,196717,4.54
Music,180,197111,4.28
Entertainment,216,355962,4.34
Nonprofits & Activism,67,535387,4.6
Music,265,231981,2.74
Music,188,5181,4.2
News & Politics,535,4713,3.57
Music,386,7211,5
Entertainment,352,85494,4.57
People & Blogs,23,254562,4.53
Film & Animation,169,663255,3.86
Film & Animation,482,130963,4.9
Film & Animation,501,95302,5
Entertainment,11,118141,4.38
Music,291,248732,4.84
Comedy,89,109674,4.29
Entertainment,59,104755,3.13
Music,199,116,0
Film & Animation,287,102,0
Film & Animation,167,81,0
Entertainment,49,113,0
Entertainment,23,91,3
Entertainment,38,131,0
Entertainment,58,98,0
Comedy,190,92,0
People & Blogs,199,84,0
Travel & Events,24,90,0
Music,155,32,5
Music,170,20,0
Music,185,20,0
Comedy,55,11,0
People & Blogs,24,9,0
People & Blogs,275,24,0
People & Blogs,53,2,0
Film & Animation,190,0,0
Howto & Style,8,0,0
Entertainment,37,7,0
Entertainment,131,0,0
Entertainment,582,6,0
People & Blogs,176,7,0
People & Blogs,44,0,0
Travel & Events,15,6,0
Music,258,0,0
People & Blogs,92,10,0
People & Blogs,209,79,0
Music,211,0,0
People & Blogs,615,0,0
People & Blogs,471,0,0
Education,526,3,0
Howto & Style,72,1,0
Entertainment,95,0,0
Entertainment,386,9,0
Comedy,39,0,0
Music,230,3,0
Music,36,0,0
Entertainment,10,2,0
Entertainment,114,5,0
Music,249,4,0
Education,102,0,0
Entertainment,40,0,0
Comedy,30,12,0
Science & Technology,168,2,0
Entertainment,47,0,0
People & Blogs,202,0,0
Film & Animation,229,0,0
Entertainment,71,1,0
Music,477,1,0
Education,46,14,5
Entertainment,30,7,0
Entertainment,143,0,0
People & Blogs,483,0,0
Travel & Events,123,0,0
Entertainment,31,0,0
Entertainment,77,0,0
Music,62,0,0
Music,108,0,0
Nonprofits & Activism,226,0,0
Entertainment,200,0,0
Comedy,9,0,0
Music,225,11,0
Autos & Vehicles,20,2,0
Sports,40,9,0
Sports,111,0,0
Howto & Style,622,0,0
Entertainment,16,0,0
Music,64,0,0
Education,127,0,0
Entertainment,517,2,0
Comedy,152,0,0
People & Blogs,58,35,0
Sports,158,2,0
Music,77,0,0
Howto & Style,76,0,0
Entertainment,232,3,0
Comedy,38,23,0
Entertainment,268,0,0
Entertainment,356,2,0
Entertainment,91,14,0
Comedy,64,5,0
People & Blogs,294,6,0
Howto & Style,12,0,0
Entertainment,176,0,0
Film & Animation,115,2,0
Howto & Style,111,0,0
Entertainment,45,0,0
Entertainment,35,0,0
Entertainment,13,1,0
Comedy,17,0,0
Comedy,6,0,0
People & Blogs,488,0,0
Pets & Animals,9,2,0
Pets & Animals,305,0,0
Music,247,0,0
Music,277,0,0
Music,154,0,0
People & Blogs,63,0,0
Travel & Events,146,0,0
Comedy,324,278820,4.65
Education,228,93184,4.61
Entertainment,175,1938,4.69
Comedy,402,52465,4.54
Film & Animation,93,66614,4.9
Music,54,68257,4.78
People & Blogs,149,87368,4.7
Entertainment,49,38195,2.04
News & Politics,183,47374,4.63
Entertainment,226,128327,4.79
Entertainment,237,126432,2.35
Entertainment,144,192530,4.43
People & Blogs,38,384,5
News & Politics,46,55357,3.14
Sports,181,201468,4.76
Entertainment,133,3017,4.65
Entertainment,195,829,4
Comedy,300,9779,4.82
Entertainment,199,3045,4.85
Entertainment,283,53127,4.9
Autos & Vehicles,108,660895,4.5
Entertainment,288,417248,4.85
Travel & Events,538,1520,4.58
Autos & Vehicles,199,665,5
Music,265,224414,4.21
Music,275,1474,4.81
People & Blogs,540,99,5
Pets & Animals,249,3064,4.89
Music,142,12312,4.79
Film & Animation,229,86,5
People & Blogs,150,228780,2.16
Music,116,131892,3.35
Film & Animation,216,595307,3.18
Comedy,353,219214,3.48
News & Politics,561,196083,4.65
Sports,1141,242376,4.49
Sports,298,132958,4.6
Sports,76,104638,3.45
Sports,138,107970,4.74
Entertainment,285,90444,4.86
Comedy,569,85236,4.61
People & Blogs,159,84383,4.21
Sports,404,84915,3.78
Sports,42,82487,3.94
Entertainment,254,76577,4.89
Music,255,67999,4.87
Comedy,224,65269,4.74
Film & Animation,202,8972,4.93
Music,558,2974,4.92
Entertainment,170,3722,4.93
Comedy,100,8253,4.87
Entertainment,28,44658,4.23
Comedy,155,1190,4.87
Film & Animation,146,2321,4.94
News & Politics,499,11306,4.97
Science & Technology,31,46798,4.29
Entertainment,307,18708,4.81
Entertainment,253,19606,4.69
Entertainment,313,23000,4.92
People & Blogs,1311,55042,4.72
Education,190,13159,4.94
Entertainment,238,54131,4.64
Comedy,420,4699,4.88
Entertainment,335,221,4.9
Comedy,122,4174,4.85
Sports,77,6297,3.5
News & Politics,20,45183,4.65
News & Politics,218,3012,4.6
Entertainment,42,46537,4.88
Entertainment,189,63676,4.75
Music,215,147234,4.85
Comedy,570,12108,4.95
Film & Animation,121,192787,4.77
Sports,131,44352,4.69
Entertainment,576,22847,5
Entertainment,167,207,0
People & Blogs,107,216,0
People & Blogs,4,226,4
Music,319,228,0
Film & Animation,324,212,0
Comedy,24,201,0
Comedy,16,240,0
People & Blogs,252,204,0
People & Blogs,160,205,0
Pets & Animals,273,265,0
Music,139,53,0
Autos & Vehicles,60,39,0
Entertainment,47,47,0
Sports,4,81,5
Music,171,83,0
Entertainment,190,124,0
People & Blogs,82,32,0
People & Blogs,153,6,0
Music,65,2,0
Science & Technology,162,0,0
Music,307,0,0
News & Politics,26,0,0
Entertainment,139,0,0
People & Blogs,17,0,0
Sports,130,1,0
Sports,13,6,0
Science & Technology,17,0,0
Howto & Style,103,0,0
Entertainment,37,0,0
Comedy,9,0,0
People & Blogs,9,0,0
Entertainment,49,2,0
Entertainment,5,0,0
People & Blogs,60,3,0
People & Blogs,68,0,0
People & Blogs,159,0,0
People & Blogs,46,0,0
Entertainment,43,0,0
Comedy,61,0,0
Comedy,218,0,0
People & Blogs,300,0,0
Music,170,0,0
Autos & Vehicles,501,1,0
Film & Animation,353,0,0
Education,60,0,0
Entertainment,287,0,0
Travel & Events,13,0,0
Sports,14,0,0
Sports,52,0,0
Music,2,0,0
Music,204,0,0
Science & Technology,19,0,0
Entertainment,64,0,0
Comedy,98,0,0
Sports,18,0,0
Film & Animation,29,0,0
Entertainment,585,0,0
Comedy,21,0,0
People & Blogs,187,0,0
Pets & Animals,145,0,0
Science & Technology,105,2,0
Entertainment,108,0,0
Entertainment,181,0,0
Entertainment,74,0,0
Science & Technology,94,0,0
Entertainment,584,0,0
People & Blogs,154,0,0
Travel & Events,218,1,0
Sports,173,0,0
Autos & Vehicles,17,0,0
Autos & Vehicles,120,5,5
Science & Technology,120,0,0
Entertainment,186,0,0
People & Blogs,453,0,0
Sports,2,0,0
Music,382,0,0
Music,197,0,0
Autos & Vehicles,10,0,0
Film & Animation,177,0,0
People & Blogs,455,0,0
People & Blogs,33,0,0
Music,195,0,0
Music,167,0,0
Entertainment,30,0,0
People & Blogs,278,0,0
Music,11,0,0
Film & Animation,140,0,0
News & Politics,308,0,0
People & Blogs,61,0,0
Music,168,0,0
Music,260,0,0
Music,55,0,0
Music,208,0,0
Film & Animation,14,0,0
Comedy,113,0,0
Comedy,40,0,0
Sports,102,0,0
Autos & Vehicles,599,0,0
Comedy,183,83655,4.94
Entertainment,122,128208,4.67
Entertainment,199,260961,4.72
People & Blogs,652,337327,4.73
Science & Technology,124,106815,4.53
People & Blogs,79,28421,4.91
Entertainment,56,6898,2.67
Music,5,12451,4
Music,156,7598,4.97
Entertainment,49,19500,1.72
Science & Technology,525,62864,4.75
Music,217,34444,4.66
Comedy,225,6417,4.58
Comedy,232,50604,4.23
Comedy,192,16943,4.78
Howto & Style,149,42685,4.79
Entertainment,133,133381,4.6
Entertainment,131,7449,1.35
Sports,33,137375,4.72
News & Politics,597,646301,3.91
Howto & Style,53,1363972,2.36
Sports,100,416,5
Entertainment,214,10714,4.58
Film & Animation,36,12884,4.31
Film & Animation,73,121867,3.47
People & Blogs,382,1845902,3.01
Comedy,399,5189,5
Entertainment,136,323,5
Comedy,258,88556,4.37
Sports,88,300001,4.31
People & Blogs,60,309690,2.52
Sports,140,260610,4.48
Music,224,262380,2
Sports,71,212923,3.36
Film & Animation,87,215389,4.89
Comedy,137,240262,4.36
News & Politics,30,180330,2.04
Comedy,361,59074,4.76
Comedy,172,23136,4.91
Entertainment,125,31336,4.98
Music,140,34788,4.71
Entertainment,80,23887,4.92
Music,280,1225,4
Music,303,1089,4.98
Music,258,1016,4.98
Music,248,717,4.99
Music,235,940,4.97
Music,309,758,4.55
Music,229,1051,4.98
Music,407,869,4.99
Comedy,152,2598,4.93
Music,294,68658,4.76
Comedy,150,185376,4.79
Music,184,348634,4.16
Entertainment,262,32472,4.83
News & Politics,448,109640,4.8
Entertainment,102,18777,4.86
News & Politics,195,36697,4.92
Entertainment,207,39097,4.71
Entertainment,251,9380,4.89
Music,224,13309,4.57
People & Blogs,162,16483,4.8
Comedy,43,18960,4.55
People & Blogs,807,19608,4.81
News & Politics,180,217666,4.62
Comedy,347,175460,4.7
People & Blogs,410,621575,4.41
People & Blogs,641,187047,3.68
Comedy,199,117889,3.61
Howto & Style,74,95914,3.09
Music,230,178219,4.69
Entertainment,91,99087,4.02
People & Blogs,166,35513,4.53
News & Politics,100,237037,4.65
Entertainment,136,1441,3.5
Music,138,4854,4.27
Comedy,648,112078,4.81
News & Politics,220,180419,2.47
Music,209,21407,5
Music,221,20515,4.06
People & Blogs,149,105,5
Education,310,89,0
Howto & Style,180,101,0
Entertainment,117,92,0
Entertainment,134,62,5
Education,34,80,0
Entertainment,80,70,5
People & Blogs,10,35,0
Sports,74,52,0
Music,184,70,0
Comedy,152,9,0
Comedy,622,0,0
Film & Animation,58,0,0
People & Blogs,183,0,0
Education,461,2,0
Comedy,30,26,1.5
People & Blogs,530,0,0
Music,231,5,0
Entertainment,17,255,1
Film & Animation,559,0,0
Entertainment,149,0,0
Sports,73,12,0
Music,160,22,0
Science & Technology,130,6,5
Comedy,52,13,0
Entertainment,60,2,0
Entertainment,558,2,0
Comedy,161,0,0
People & Blogs,368,9,5
Film & Animation,51,0,0
Comedy,61,0,0
Comedy,172,0,0
People & Blogs,30,11,0
Travel & Events,243,0,0
Music,62,1,0
Education,20,0,0
Comedy,68,5,0
People & Blogs,155,1,0
Pets & Animals,137,0,0
Film & Animation,298,0,0
Music,266,9,0
Autos & Vehicles,42,8,0
Entertainment,624,7,0
Entertainment,260,7,0
People & Blogs,250,1,0
Sports,217,0,0
Music,197,0,0
Music,183,12,0
Music,21,6,0
Film & Animation,138,15,0
Sports,222,0,0
Film & Animation,418,9,0
Entertainment,229,0,0
People & Blogs,1,10,0
Film & Animation,97,0,0
People & Blogs,581,7,0
Pets & Animals,209,0,0
Autos & Vehicles,31,0,0
Film & Animation,93,0,0
Film & Animation,11,9,0
Entertainment,46,0,0
Entertainment,11,0,0
Comedy,51,37,0
Comedy,42,3,0
Comedy,20,1,0
People & Blogs,68,10,0
Music,406,0,0
News & Politics,60,0,0
Entertainment,25,6,0
Entertainment,204,0,0
People & Blogs,21,6,0
Film & Animation,30,0,0
Entertainment,16,0,0
Entertainment,32,2,5
Comedy,154,23,0
Film & Animation,142,0,0
Science & Technology,71,0,0
Education,8,4,0
Entertainment,599,0,0
Comedy,206,6,1
Travel & Events,176,0,0
Music,206,0,0
Science & Technology,40,10,0
Education,10,0,0
Entertainment,16,1,0
Comedy,113,0,0
Comedy,90,9,0
Sports,387,0,0
Music,197,0,0
People & Blogs,224,5,0
Comedy,92,0,0
People & Blogs,151,0,0
Sports,9,0,0
Education,15,0,0
Entertainment,211,5,0
Comedy,242,0,0
Science & Technology,413,0,0
Comedy,100,2,0
People & Blogs,607,0,0
Music,48,1301395,3.22
People & Blogs,219,59379,1.96
News & Politics,125,97656,4.18
Comedy,503,78811,4.05
Entertainment,172,25405,4.9
Music,254,32502,4.91
Entertainment,416,9547,1.37
Music,111,19240,4.71
Entertainment,301,104463,4.64
News & Politics,595,76939,3.63
Education,170,32585,4.93
Film & Animation,313,10832,4.79
Entertainment,160,83129,4.67
Entertainment,288,59924,4.86
Music,312,133151,4.69
Entertainment,60,22868,4.48
Howto & Style,335,60199,3.37
Film & Animation,106,99929,4.73
Pets & Animals,22,2441,4.9
News & Politics,12,85847,3.07
Music,156,105205,4.5
Entertainment,50,58361,3.87
Comedy,183,110471,4.94
People & Blogs,60,469647,2.43
Entertainment,62,114129,1.89
People & Blogs,41,602736,2.74
Entertainment,292,454,5
Comedy,429,18315,4.86
Entertainment,262,607232,4.5
Education,540,124,4
Entertainment,543,1699,4.95
Nonprofits & Activism,446,316,4.6
News & Politics,157,303218,4.41
People & Blogs,382,2679919,2.96
Howto & Style,53,2179862,2.39
Film & Animation,232,112,5
Entertainment,49,21814,4.87
Film & Animation,59,243712,4.48
Music,304,123910,3.8
Sports,100,549,4
Comedy,399,6279,5
Film & Animation,36,15968,4.35
Howto & Style,73,11340,0
Entertainment,587,231747,4.84
News & Politics,251,356140,4.77
News & Politics,106,214659,4.37
Howto & Style,66,219341,3.34
Entertainment,175,204254,2.86
Film & Animation,302,86185,4.88
Film & Animation,57,113774,4.33
Entertainment,555,188892,4.85
Film & Animation,332,124081,5
Entertainment,639,170384,4.91
Comedy,31,38883,2.5
Entertainment,461,121622,4.92
News & Politics,50,91345,3.23
Sports,128,103640,4.62
Entertainment,115,140923,4.89
Entertainment,61,91146,4.93
Entertainment,526,145108,4.91
Entertainment,126,1631204,4.08
People & Blogs,807,763861,3.8
