Video ID,Uploader,Age,Category,Length,Views,Rate,Ratings,Comments
gV24ZRTXdyw,Jackk5,1138,Music,168,26,0,0,0
kCR820C_TkY,Lih2707,1138,Music,76,14,0,0,0
bPQ8ISwSCmM,Nikkiuchiha34,1138,Film & Animation,231,9,0,0,0
-i5iFZ-R6s8,teenagehomo,1138,Entertainment,349,1,0,0,0
Y-Xx9dmlxIY,Josua81,1138,Entertainment,12,0,0,0,0
PvOfKBltoi8,saliito14,1138,Comedy,56,1,0,0,0
lGBRyT5cv1s,znekile,1138,People & Blogs,197,0,0,0,0
RRnQKcaYcFU,sezaihyo,1138,Travel & Events,275,0,0,0,0
xSQQ5zo65PA,djkaraturk,1138,Music,216,2,0,0,0
ex1VdaaKRm0,Ashli998,1138,Entertainment,186,19,0,0,0
qr6HMTJkGNQ,RamiroStelkens,1138,Entertainment,200,3,0,0,0
AyUQ9XBToZ8,mattsstudio,1138,Comedy,10,0,0,0,0
C9JPjeXTOH8,klimat99,1138,Comedy,57,0,0,0,0
9cIUHFfr3dQ,milizeid,1138,Music,103,0,0,0,0
HZAPb_jd5rU,morgan1416,1138,Comedy,39,9,0,0,0
jsEVks9n4ac,Almejistas,1138,Comedy,7,11,0,0,0
VYQPmxblm8o,xanitahneves,1138,Sports,46,0,0,0,0
VzCOXyFKRuk,gweaver3,1138,Education,135,1,0,0,0
oNcyFVcjYb8,usastudios,1138,Entertainment,98,7,0,0,1
to370JkOirI,shotgunsquirtle,1138,Entertainment,20,15,0,0,1
9cTnWihY46Y,feypoder,1138,Entertainment,294,4,0,0,0
NUi7bL_M7pU,VeritasNoir,1138,Entertainment,220,0,0,0,0
9I-t3qlGhTc,soykira,1138,Entertainment,81,237,5,1,3
Arq8Z-qoxwI,ay0LeXX,1138,Comedy,83,0,0,0,0
a38LP2wdt0Q,mujray13,1138,People & Blogs,294,0,0,0,0
XJ7Gj7Kf4BA,beydizg,1138,Travel & Events,17,0,0,0,0
Wl7J2Q4EsHw,coq988,1138,Entertainment,96,0,0,0,0
tAq51fLaWzI,ilovecookie000,1138,Comedy,242,6,0,0,0
D5ac4hOHdKc,bliu88,1138,Comedy,6,10,0,0,0
VwPbabzuCec,yorgut90,1138,Music,25,20,0,0,0
OyNVrQIhYDc,soufafalcon,1138,Film & Animation,194,1,0,0,0
5lC8B1PR_Bg,Flygonkid,1138,Education,238,3,0,0,0
5cAWCEKrDWA,fast2008forward,1138,Education,166,11,0,0,0
1dc0NlhgRW8,telmav,1138,Entertainment,10,1,0,0,0
bU7hFMxK3sc,theso0le3h,1138,Comedy,14,3,0,0,0
EKDIaXvL7dI,ExtremeChris15,1138,Entertainment,151,9,0,0,0
JLTQbSfK4n8,ACLREUXDO,1138,People & Blogs,12,0,0,0,0
BSf5tmN5TTM,estefanote,1138,Music,265,9,0,0,0
VpXoknZg4-4,Brotherbuilders,1138,Entertainment,109,0,0,0,0
vObFkWQ1hv8,interaudio08,1138,Entertainment,377,0,0,0,0
mEl9ex_3ZyI,DeoDimas,1138,Music,145,0,0,0,0
gIUdLpSXO7o,daktrad,1138,Comedy,24,0,0,0,0
87zCZtcAt4I,BobTwilight,1138,People & Blogs,28,7,0,0,0
xjrOO7rWU6w,daca1vrei2,1138,People & Blogs,15,0,0,0,0
cIMLCuvqwgo,PurMusic,1138,Music,199,0,0,0,0
VWidR1DmIU8,rubenDELrastroDEmadr,1138,Music,106,6,0,0,0
7P7h8rZAwC4,w9solid,1138,Music,40,9,0,0,1
qyl32WRyu1o,PlymVal66,1138,Autos & Vehicles,84,0,0,0,0
fV-jmtyRLZ0,cutestcoolkiz,1138,People & Blogs,33,4,0,0,0
KYeRoWaVfMM,doberminette,1138,Film & Animation,43,2,0,0,0
Wp_XGHObm3w,SoulAuction,1138,Music,189,0,0,0,0
G8jzASkZdlM,mustangluver360,1138,Autos & Vehicles,96,18,0,0,0
yQMzi2gJFEo,tuffbug1,1138,Autos & Vehicles,24,0,0,0,0
wAKKvk3fxik,heroduo,1138,Film & Animation,100,5,0,0,0
MdyGLKPIBZU,musicvideofanatic,1138,Music,234,6,0,0,0
jgcENpjgGuE,tibi102,1138,Film & Animation,235,4,4,1,2
p1GhrN5ZyCk,jndva11,1138,Sports,38,0,0,0,0
ZbQAHOTGDsE,prorraces14,1138,Sports,5,0,0,0,0
WD-rH0CIqwQ,keeperofthekorteenee,1138,Science & Technology,13,0,0,0,0
iWOsp3p1uOI,bunnyandzombie,1138,Entertainment,109,4,0,0,0
2U_-r425UQU,WWEpartowner,1138,Entertainment,53,9,0,0,0
rJN-zaAqVd8,rivaljumper,1138,Entertainment,71,3,0,0,0
HgFsAGCCQHs,TjokkoMaster,1138,Comedy,20,15,0,0,1
F8GPmY5M_Yo,21ZombieDreams,1138,Music,35,1,0,0,0
FKOrN86ByW0,hotpen88,1138,Music,114,7,0,0,0
stfdljsbQeQ,paulinhadocinhokey,1138,Music,73,11,0,0,0
65krJu9wE_I,Capatost22,1138,Education,201,0,0,0,0
Ie6Q9Z44X8w,resolinofagolo,1138,Entertainment,17,209,1,1,0
WSYnvO5mgIQ,slimcarrot,1138,People & Blogs,68,18,0,0,0
l-UKi4I3w4g,xsmatherx,1138,Pets & Animals,29,0,0,0,0
dI7x6jjTSeA,123Raix123,1138,Film & Animation,94,0,0,0,0
ol8gieGcEZc,daijiyobu,1138,Science & Technology,270,2,0,0,0
AbXOREl2Vjs,EllieT510,1138,Education,350,0,0,0,0
sTeLyTBI93I,BrookRachelSarah,1138,Entertainment,228,24,0,0,0
NdVC7MHeAXU,NRW6644,1138,Entertainment,244,0,0,0,0
FUtM6p5vKWo,Karla2092,1138,Comedy,152,1,0,0,0
C6G1_mxNA9M,Ezios91,1138,Comedy,140,0,0,0,0
Czz3gB48AF8,preparada22,1138,People & Blogs,60,30,0,0,0
RqeVmBnBTcE,pancakeandwaffles22,1138,Sports,120,0,0,0,0
e5IULEVeVI0,ARRRANGE,1138,Music,51,0,0,0,0
#NAME?,miluziana,1138,Film & Animation,71,0,0,0,0
ja7j4248sZw,saneyvion,1138,Sports,48,3,0,0,0
tRMCQpXIs0E,arrrrghSky,1138,Music,165,9,0,0,0
8esN5t3b8Dw,VinityRebolation,1138,Nonprofits & Activism,99,0,0,0,0
aOmpzRJXYaQ,verca00dharok,1138,Entertainment,213,0,0,0,0
EUDFnebLFXQ,TourFactory,1138,Travel & Events,97,0,0,0,0
qahVEZA82kA,LMcorporations,1139,Entertainment,86,46753,4.2,5,5128
qHUAsTrl4JI,faizshakir,1139,News & Politics,92,372407,4.64,2117,4802
4Q8nkB-htRw,Justinge3,1139,Entertainment,390,111058,3.81,1219,4332
gHWLwEGVsGY,mileymandy,1139,Comedy,245,48928,4.17,1800,3096
sCdlEeTQqdU,NeilCicierega,1138,People & Blogs,600,76898,4.7,1507,1543
5WNgqyIfuzM,kingbruno8,1138,Entertainment,139,125783,4.71,298,1246
foHNecDXrYI,LisaNova,1138,Entertainment,168,144258,4.26,1716,1185
W3_qelW5qp4,patcondell,1140,News & Politics,409,16472,4.87,2569,1191
4S3-WnEsLbo,iamBoxMan,1139,Entertainment,72,819,4.27,11,983
72jl7eSDrUs,madmelonman,1140,Science & Technology,81,214,4.67,12,1204
BZP1rYjoBgI,ArtieTSMITW,1138,Comedy,30,38808,4.63,1589,845
siuKQw6L6Rk,brandch,1138,Science & Technology,350,277772,4.2,674,839
NQpXFm6NJeo,,,,,,,,
z0nP1Z4pBRE,johnnyboyxo,1138,People & Blogs,301,72915,2.82,593,798
m0rQy5aMbaw,CinderFNRella,1139,People & Blogs,30,18565,4.44,36,740
54Zhp0ZbIOU,beblow,1138,Science & Technology,71,1402,3.58,12,683
dXT-uE0wbac,sxephil,1140,Entertainment,368,10101,4.65,1934,631
hdoh643jgDI,andrewisamerican,1140,People & Blogs,157,219,5,14,715
8O-hCtPfef8,vadrum,1139,Music,211,9810,4.94,796,542
s3Bp1smgPTY,SillverTree,1139,Science & Technology,213,1393,5,15,561
G--W-DyN-4E,ACheatham08,1137,Entertainment,151,70540,4.16,259,6829
nQ6qDQUVNdw,jurnalulnational,1136,News & Politics,89,355806,4.68,407,2888
ePAEfB2mUso,HurtingYourFeelings,1140,Entertainment,131,203,5,1,1
B7SJqUAMowA,SIKH2h,1138,Howto & Style,56,1327,5,2,9
6AZJhVaXJZI,unpicked1,1138,Film & Animation,181,208,5,37,129
PDcHjGgn8e0,YourTubeAdvocate,1139,People & Blogs,316,1980,4.82,161,409
1GUY93_00bw,scareykatt,1139,People & Blogs,27,1029,4.45,22,10
qP-fjFBVRuU,wwwbobwiltfongdotcom,899,Comedy,127,21467,4.12,1273,878
jPfHgQsUxq8,valmind39,1139,Music,216,360,4.2,5,4
6mw1_kwO1X8,indyref41969,993,Comedy,189,98704,3.28,153,198
x_Ct8P9zNSc,,,,,,,,
aH-KqdQoJ6Y,OnlyOneRoad4Life,1140,Education,540,68,0,0,0
u2fsKB8Wzxs,Odenized,1137,Sports,55,491955,4.62,1515,1321
tTgvfLJosR4,tomstarnl,1140,Music,161,218,4.81,21,0
dVe75g48zY4,AlisaAppsDotCom,1138,Music,51,159895,3.24,295,232
Gsd7Lb_Y9-A,mk171997,1139,Sports,176,242280,4.45,51,106
jCaeymyVvw8,hotforwords,1139,Entertainment,201,211298,4.39,1353,493
OF0V44wRJvo,SkipperBarbie,1139,Comedy,272,125316,3.72,195,140
msspXojOufk,AtheneWins,1139,People & Blogs,1282,79662,4.5,907,412
0KtEBxG9pUw,Bnet77,1139,Entertainment,80,72640,1.97,68,24
Ndlmuv69z8s,buntovnik998,1139,Sports,45,69271,4.9,138,156
zOnJ9MHXGWQ,dvids14,1138,Sports,117,65276,4.76,133,177
MwFtsJOK9Rg,NBA,1138,Sports,124,79273,4.53,216,267
yjiWFs7K9R8,rikkiuti,1138,Sports,38,60957,4.64,88,108
so17sa96nUY,iPandaa,1139,Film & Animation,502,59741,4.84,86,29
2UiM6XwF6lo,Xxshadowy2xX,1138,Film & Animation,205,58654,4.41,22,6
ICsawzgDAQc,JabbawockeezWIN,1138,Entertainment,427,55719,4.8,310,302
IFX4zhNubBI,HilariousVideosLol,1139,Comedy,217,35706,4.88,1639,319
HhF2iF5gH_M,ParisMcfadden5445,1139,Music,198,970,3.99,1025,3
x3BDAOaOw5g,VanessaJacobs1859,1139,Music,379,1783,4.64,1036,6
UIiBF9r7Jww,MadisonHatfield1925,1139,Music,211,1129,4.85,1037,3
jrReN9PJXLI,CaitlinStark9891,1139,Music,223,1514,4.98,1041,6
al91lTz9n6A,CarlyMueller9852,1139,Music,250,2781,4.32,1041,8
cRjnzvdly-s,PaytonWright5258,1139,Music,229,1042,3.99,1030,0
gVDHL1JWEKo,KaylaDudley5846,1139,Music,309,1159,4.31,1037,5
lnsGnScM44s,SabrinaDiaz3890,1139,Entertainment,58,1054,4.36,1042,2
xG8PmG3R90Y,AnnabelleFlowers5122,1139,Entertainment,66,843,4.2,1028,1
DX2BJkPG3TQ,AnnaRussell3816,1139,Entertainment,43,878,2.17,1024,2
asDzDC6IEIo,JabbawockeezWIN,1139,Entertainment,600,7628,4.97,140,62
oKX69i3Yp9k,Panthercrazy2,1138,Entertainment,165,15065,4.57,192,356
S4qL-5pXzmY,SophiaHickman8275,1140,Entertainment,38,379,4,440,0
y0rd4DnWzJM,AlanaWatts9311,1140,Entertainment,43,376,4.97,435,0
YWapziQ2mAk,ThreeDaysGraceVideos,0, UNA ,212,141295,4.89,1221,820
MSS4SH1J4iU,LilMamaVideos,0, UNA ,221,390095,4.7,1135,883
Dfy0j7g8h0g,carrieunderwood,0, UNA ,210,154645,4.85,1098,757
ryH1TB4gEUY,kojiroBADNESS,1135,Film & Animation,939,63885,4.89,764,564
MjHWmI934Kc,JamesNintendoNerd,1139,Entertainment,72,34769,4.87,1695,470
ui5xzmRmI_Q,WHATTHEBUCKSHOW,1140,Entertainment,309,219,4.84,1411,562
MnqAvTd2Kws,ebayfeedbackuser,1139,Music,217,2911,4.86,1010,14
1QDT-GIQRSM,peron75,1139,Entertainment,97,13269,4.87,929,514
kpTglkwRr-s,maxneptune,737,Film & Animation,147,130064,3.56,410,347
0xLRQohZtuo,lookatrubbish,912,Comedy,54,900113,3.82,9382,6253
UQ9OHskrcv0,benwantsakitty,687,Comedy,152,157598,3.48,849,552
LNVYWJOEy9A,auracom1,699,Film & Animation,455,1003068,4.77,6213,4016
04QcsUJJurk,Katiecropper,845,Film & Animation,30,166096,4.48,1031,1067
IqnDzkCCmxc,warnerbrosrecords,0, UNA ,225,191975,4.1,445,467
eeOrddRaSM8,ChannelFrederator,968,Entertainment,115,193720,4.46,684,482
CTUpTJyjUp0,freedomworksfilms,880,Music,120,260373,4.85,2399,965
I3jqyasX8Bw,scottbateman,821,Film & Animation,32,159702,2.01,2116,1163
cX9Bx8nQEkk,,,,,,,,
c5whG_zpWo8,GenGenzLokito,1139,Sports,600,13344,4.33,51,53
R5C8LTWifE8,InsideLineVideo,1139,Autos & Vehicles,51,31118,4.11,87,81
kDosZY3jzWs,FueledByRamen,1138,Music,31,194881,4.55,334,306
swlNl7ekqVk,,,,,,,,
hI1LuUUwxgU,,,,,,,,
f9cY1T7Gz_c,DreamTrinity423694,1140,People & Blogs,23,230,1,1,0
6COgQag3kog,jwb012335,1140,People & Blogs,587,222,0,0,0
PZbBkoZHyU4,Drivenut4,1140,Music,53,206,0,0,0
FSHtR7vNWP0,cardtboy,1140,Entertainment,138,258,0,0,0
DC0kiHoiYVs,StickFigAnimator,1140,Entertainment,9,203,0,0,1
oMgSio5gkVk,Ch22stin,1140,Pets & Animals,62,244,0,0,0
azoCZUD6i5g,slavko2005,1140,People & Blogs,252,233,1,1,0
ODU_pMHd-bw,samgugula,1140,Travel & Events,265,207,0,0,0
CqUj46svDd4,MrsGaryVernon,1140,Music,119,217,4,1,0
pRBoZrAgoaM,T2Darlantan,1140,Science & Technology,657,206,4.88,16,19
1IPWF_tSjmw,DANIELSCHNEID,1140,Autos & Vehicles,184,97,0,0,0
VztbKXWis08,JOHNvsDANNY,1140,Travel & Events,73,49,0,0,0
65qFsnRYQsU,minouuu92,1140,Sports,256,42,0,0,0
DEaPpb4U5UM,Verzerrungstensor,1140,Sports,95,75,0,0,0
4GYXNcR3hrk,kellytriplets,1140,Entertainment,61,64,0,0,0
#NAME?,tasticdarri,1140,Entertainment,150,0,0,0,0
ne-CVYfMTeE,toski17,1140,Pets & Animals,60,0,0,0,0
3Oi8n0g5NRM,overduenudes,1140,Entertainment,71,253,3,2,0
bJ1xAPARbJ4,xxlaydeexangelsxxx,1140,Entertainment,89,0,0,0,0
4jUFdcpI0ss,mikemax69,1140,Entertainment,61,6,0,0,1
-8_p2d8akbo,Ksmoov2008,1140,Entertainment,311,0,0,0,0
_zyGrQs02bA,MikkiEmpress934316,1140,People & Blogs,23,0,0,0,0
LsphW9PMYgA,ashelyhurbanek,1140,People & Blogs,32,0,0,0,0
vmr21Muri2w,daarci,1140,Music,180,0,0,0,0
KctUHb9WQ7s,Pordontae,1140,Entertainment,57,0,0,0,0
1BNCm-5XpxA,FritoLayTV,1140,Entertainment,38,2,0,0,0
ZZkMbCrqdDY,bramlelieveld,1140,Sports,166,0,0,0,0
AYivPIYsQ-A,Titemandine2b,1140,Pets & Animals,281,0,0,0,0
y70AL8d8dgY,berkantim,1140,Film & Animation,116,0,0,0,0
7nmlPRb-RKg,ciptoons,1140,People & Blogs,112,0,0,0,0
hq1nYjmVQQ0,sanchesraptor,1140,People & Blogs,30,0,0,0,0
2Fdqll4jZvU,Kiarigrl101,1140,Pets & Animals,175,2,0,0,0
rBxWe8A-om0,thecomplexiota,1140,Music,37,138,0,0,0
6fRbp7VR91s,escaped2004,1140,Autos & Vehicles,57,0,0,0,0
u8DcpWQQals,minachenn,1140,Entertainment,31,0,0,0,0
Xen39czbnDo,teay90,1140,Film & Animation,157,0,0,0,0
_TYCPJxIOgQ,loliitou,1140,Comedy,16,0,0,0,0
Aa9Xh6hQo1M,chcarmichael,1140,People & Blogs,30,0,0,0,0
8ZnUqud5u1A,preachersson13,1140,Nonprofits & Activism,176,0,0,0,0
KeckpgCPrKc,4viens,1140,Entertainment,188,21,0,0,0
_YbjLG2WXH4,SStyle5,1140,Entertainment,166,6,0,0,0
iklnIaclwzo,iPandaa,1140,People & Blogs,499,0,0,0,0
iijB2qacSFc,SongWarriorEst,1140,Music,189,0,0,0,0
Zv4WfVUgKTw,majucca,1140,Music,174,0,0,0,0
ULlz2iOHcjo,Ocp0001,1140,Film & Animation,31,4,0,0,0
VC8iXykSkiE,kirkblackheart,1140,Education,524,0,0,0,0
Yn1GaxPNJ-Q,LiLArenasDude00,1140,Entertainment,169,4,0,0,0
MLcnVxpMWck,CNYNewsSource,1140,News & Politics,70,2,0,0,0
B3YWdK0-Ehk,darrenmacdougall,1140,People & Blogs,601,0,0,0,0
kzioxJOj-uM,plewak01,1140,Film & Animation,102,0,0,0,0
sRK5kAwZZ7Q,duenndee,1140,Entertainment,49,0,0,0,0
R6pfs7p0hbk,juuli1994,1140,Comedy,181,0,0,0,0
#NAME?,elizamy25,1140,People & Blogs,16,0,0,0,0
b4-jLHslWUE,ASHWI1,1140,Entertainment,77,2,0,0,0
zH7RLkOB-R4,martincito28,1140,Entertainment,62,0,0,0,0
7UyJRsk8dwg,coopalara,1140,Entertainment,28,0,0,0,0
fXMZkf6i0E8,CBS,1140,Entertainment,103,35,0,0,1
q_tZnpCJHSk,xxbabycakessxxx,1140,Comedy,9,0,0,0,0
pP3S_EDFhJo,maysanatomy,1140,Travel & Events,92,0,0,0,0
ZbDp8BQrBKE,savexitxloserx,1140,Music,225,7,0,0,0
G6Csd_58BAM,BLoNdeBoMbSheLL91,1140,Comedy,204,1,0,0,0
I-iHxLNT124,suffercerberus,1140,Comedy,148,0,0,0,0
rlpIEEAgNKk,ticobahia,1140,Travel & Events,194,0,0,0,0
eS4fgonFjMg,ilovealexilaiho2deth,1140,Music,273,0,0,0,0
t-WlmvA8NVs,hernanclio,1140,Music,1,0,0,0,0
VrlaAQeNSus,Angelwish27,1140,Film & Animation,156,3,5,1,1
5krMivYXZK8,chalochuchumeco8804,1140,Entertainment,128,2,5,1,0
GfzY5DQq5dc,Deafpinky,1140,People & Blogs,127,0,0,0,0
BTOpFN4g0kw,benkenobisgirl,1140,Pets & Animals,23,4,0,0,0
GXhvJoYab1I,Serasdead4ever,1140,Entertainment,31,0,0,0,0
__69P0idYgY,ty8z1,1140,Comedy,305,0,0,0,0
6C7fEJkjyvE,lululoved,1140,People & Blogs,31,0,0,0,0
EcJ30JzMVQs,marioschneller,1140,Music,236,0,0,0,0
1iI03civ1CE,alyssatennis,1140,Music,78,0,0,0,0
NmGcXDgxPJU,RaquelBidu,1140,Film & Animation,133,0,0,0,0
AKkBBL_6ras,ddeubel,1140,Education,178,0,0,0,0
HwL-Y--L5yI,Espo300,1140,Entertainment,28,0,0,0,0
Qh-D2rbC4k8,JourneyJolene565859,1140,People & Blogs,23,59,0,0,0
YMExljMdDvo,dig0doidera,1140,Sports,44,19,0,0,0
i5Osop0fGKw,lilpunk87,1140,Comedy,37,0,0,0,0
YHRgCIH1dF0,laschiqichiqi,1140,Comedy,54,0,0,0,0
YA2k69SrUj0,SongAtlanta702187,1140,People & Blogs,23,5,0,0,0
BjfA0TG_FZk,LadyAntakya,1140,People & Blogs,56,0,0,0,0
8MXUBkuSqqE,surfenwolf2000,1140,Music,198,0,0,0,0
mh_5gkpoUok,atoeskew,1140,Music,238,0,0,0,0
YLnyBa7jSnc,DarkGriffin07,1140,Entertainment,70,0,0,0,0
3PsicZlXISQ,StrawberryScream101,1140,Comedy,110,0,0,0,0
IBSExm3W-TU,kelly54169,1140,Comedy,13,0,0,0,0
6anz9BZYefY,dOmy,1140,Comedy,24,0,0,0,0
O-tvn76VaBw,Anubis2134,1140,Travel & Events,57,0,0,0,0
KppvvMQWlAg,kathiasa,1140,Music,123,0,0,0,0
NbdZ398jE9Q,elespectadortv,1140,News & Politics,209,0,0,0,0
OxMpo9DXdKY,mychem54321,1140,Entertainment,230,0,0,0,0
CkJQgZ3ysMY,wahpaw,1140,Entertainment,40,0,0,0,0
CedOKLOWtPw,abziXfig,1140,Comedy,318,0,0,0,0
9uuPAA37zBs,LucasGrabeelFan8,1140,Sports,209,2,0,0,0
wnLYplbu6PA,soweirdfan4life,1140,Entertainment,216,1,0,0,0
7AG_5f5Qb28,nombre327754,1140,Entertainment,9,10,0,0,0
xNgDGBeKMLI,Annmn9,1140,People & Blogs,161,2,0,0,0
cFTjDcy0kBU,mplisken,1140,People & Blogs,238,0,0,0,0
hu28avESP68,smosh,1141,Comedy,281,768422,4.64,8583,17264
PmI76gyuWcM,Justinge3,1140,Entertainment,342,123734,4.12,1307,13924
2jldx-Mu5oY,RightSideofTheTree,1140,People & Blogs,98,71720,4.14,42,5158
N5A1YNfp_Ks,JordanRutledge01,1140,People & Blogs,64,47585,2.22,94,4672
4XoZjB3lTfo,vlogbrothers,1141,People & Blogs,241,20710,4.9,1261,2807
AsdRAMZJDo4,ACheatham08,1141,Entertainment,421,24132,4.39,71,3073
PGR6eeB37cw,Youtberecordbanned,1141,Film & Animation,167,101130,4.6,1126,2778
M_pzhxzBWr8,mileymandy,1142,Comedy,389,10964,4.69,1761,2307
kGoMyQjdqI0,VvCompHelpvV,1141,Entertainment,354,1226,3.83,23,1823
tTHJtI_FLz4,tanookinuri,1141,Film & Animation,167,89972,4.33,415,1711
cJxBTRh5n-Q,clearvp,1140,Entertainment,307,70408,4.74,1262,1811
A_wbv4PjEXE,mileymandy,1142,Comedy,205,11696,4.54,1026,1956
cxw91PSTRq8,piratepete316,1141,Entertainment,317,433661,4.76,1897,1423
YvN7jZ34SAA,robchris21,1141,Entertainment,167,57129,4.66,506,1416
0AEfCQxVmxM,barney1573,1140,Sports,132,730528,4.74,1257,1330
m7K7NmdIHak,Irategamer,1140,Comedy,302,40498,4.13,2002,1178
PmSdy_9blB4,projectvirgle,1140,Science & Technology,62,592771,4.46,733,1093
Fz7QBkhTxyQ,mrpregnant,1141,Comedy,196,4721,4.32,342,1045
a3RWxloTPWI,islamclight,1140,News & Politics,286,246117,2.88,964,1683
TM5bfSfX_YU,hotforwords,1141,Entertainment,244,130783,4.64,1307,861
rS_azKvLc4Q,mikefalzone,1136,Music,116,61331,3.76,17,3389
dgitT9eD2gY,HurtingYourFeelings,950,Music,109,1481,5,1,6
23qDl1aH9l4,EIbrandedcontent,1140,Entertainment,91,499680,4.76,1116,751
CTZFIcqnQMg,SethAdamSmith,826,Nonprofits & Activism,236,57006,4.97,194,156
d26XQMMJxno,sergey023,975,Sports,188,428866,4.61,4166,4053
#NAME?,mrfetch,1141,Entertainment,1327,3832,1.63,429,366
_Ua2KWGz0QQ,georgemasacru,1140,Entertainment,648,355740,4.67,635,511
gWCQYcPlUng,projectvirgle,1140,Science & Technology,134,360355,4.6,433,670
#NAME?,Benzyboyhudson,1140,Sports,157,184,5,3,9
aVqG1KnnPsM,AtheneWins,1141,People & Blogs,616,124021,4.52,1638,851
Annjh19oZ-Q,djanchovy,1141,People & Blogs,273,179,1,1,0
M2FAcrEh_2k,djnappsofficialtube,1140,Music,204,243979,4.77,1145,774
uKvk7ZI7MzM,Hogvart,1142,Film & Animation,8,208,5,2,0
9nefb45OEK8,istout,1139,Comedy,338,1897,4.86,29,35
uijjgU7PB8c,inspiredByIsrael,1141,Nonprofits & Activism,46,403246,2.03,546,871
9EM1rIzJyW4,GinaMichaellsTV,1141,Music,222,385867,4.65,618,100
LNhnj8TScx4,atomrock5,1141,Music,200,222589,4.26,354,395
nrxmpihCjqw,coffeesash,1140,Pets & Animals,91,171995,4.84,708,641
w0fVl0MDCoo,GamestopVideo,1141,Entertainment,61,162242,4.87,512,361
iYcs2cJTDY4,mankind192cp,1141,People & Blogs,574,110253,4.4,354,602
YiDZQ5zQpn0,lonelygirl15,1141,Entertainment,131,102831,2.91,517,501
LFBqt-M93Hw,PanaFilm,1141,Film & Animation,68,97511,4.82,220,0
skIlZflDs9Y,hmatkin,1141,Comedy,87,92605,4.79,1599,503
sBHgy6jta8Y,NBA,1141,Sports,135,77263,4.59,175,186
nF04FSet08g,GOLESdeFUTBOL,1141,Sports,113,75389,2.35,103,54
8l6BHKF4tL0,Kakszi,1136,Sports,60,754136,4.86,928,748
N11kR6txf2Y,hotforwords,1140,Entertainment,253,586254,4.14,1940,892
r8tXjJL3xcM,DoctorTiki,1137,People & Blogs,106,535407,3.52,1848,919
51v-cmRYPUI,hepsidizi,1136,Entertainment,601,514468,4.73,332,149
M0z3PXbtg9Q,HilariousVideosLol,1141,Comedy,230,16528,4.83,1405,311
2BvjBO7DzjA,JawKneeYeah,1141,Comedy,115,15898,4.91,960,653
1jgmCegf7WY,dfwtexxaas,1141,Music,225,28700,4.84,448,507
jSO1Stx4Bhw,AudreyOdom9188,1141,Entertainment,38,1000,3.77,905,2
U0CtqWWPxJI,WrestleTubeIV,1141,Sports,600,72500,4.75,503,388
8oqwFNKN8MA,Ferriak,1141,Film & Animation,167,50824,4.68,244,568
f_8uPSW__gk,DominicFear,1141,Comedy,62,5472,4.9,405,392
uQMDqvZRsXg,machinima,1142,Entertainment,245,214,4.86,804,513
o_2mbNH09SM,johnjayandrich,1141,Music,320,4403,4.89,93,58
3KANI2dpXLw,HANSOL0W,1139,Comedy,222,287456,4.78,2223,914
EN20FAhNScI,,,,,,,,
raIFxAoZtoY,,,,,,,,
u-U_6_oOugA,sxephil,1142,Entertainment,189,6449,4.79,1365,748
3i6D_tWetv8,RonPaul2008dotcom,1141,News & Politics,551,10177,4.93,1020,545
0BrPZYbCdJ4,jedreport,1141,News & Politics,95,58650,4.83,1014,560
cyaxHzmibQ4,peron75,1141,Entertainment,89,12270,4.88,975,443
7drcPAkEcC0,Cinemassacre,1141,Entertainment,185,9088,4.91,821,279
IUyi0vOccV0,fiveawesomeguys,1141,People & Blogs,198,12625,4.88,792,556
v6eNyBrQUKs,Thunderf00t,1141,News & Politics,600,3650,4.96,735,238
zKoXG0RjC7E,bboynyc2006,1139,Film & Animation,308,143652,4.57,1058,782
gNh6qpsuo58,bboynyc2006,1139,Film & Animation,154,101766,4.76,526,430
Fy69QAJLUls,DutchBboy2008,1140,Entertainment,230,67766,4.58,239,236
CeYzfazXUZ0,bboynyc2006,1140,Film & Animation,145,62231,4.65,239,149
zUJjqBKM10w,bboyfriction,941,Entertainment,303,79125,4.52,103,90
dMEBxylNtgA,DutchBboy2008,1140,Entertainment,166,48046,4.64,112,80
sn7AQf9JqH0,bboynyc2006,1139,Film & Animation,445,89090,4.76,432,290
JeePKnWk-Hk,loveyourlife123,1132,Music,42,19895,4.4,42,60
l7lYLYaGNNs,SouljaBoy,1141,Music,204,40381,3.7,599,654
aeKfmc7Xjg0,TRIPLEHvsCENAcenaPPV,1141,Entertainment,591,27058,4.84,140,75
N5DXO-vOTsE,officialteamsabrina,1140,Entertainment,120,26855,4.64,144,81
7cyHYEfpRVA,Google,1140,Science & Technology,93,78233,4.6,80,71
RsI0irkwhw0,mrpaparazziuk,1142,Entertainment,88,67057,4.75,48,44
23APC1GKKjE,TRIPLEHvsCENAcenaPPV,1140,Entertainment,614,103385,4.7,425,284
zj7Od-td8DU,iambutterfly23,1142,Music,163,0,0,0,0
po_YTsV4-T8,lasmaasdivinaas,1142,Music,28,0,0,0,0
lgiyqGfUh74,evamovies123,1142,People & Blogs,32,0,0,0,0
umJE46fguT0,meganrocks209,1142,Comedy,63,0,0,0,0
6hiDqgMhSBY,ondaretrodance,1142,Entertainment,77,0,0,0,0
zGjFAtTNMsc,monstrossa,1142,Pets & Animals,54,0,0,0,0
