Length,Views,Rate
183,660,4.93
2430,3206,4.98
242,5586,4.55
278,684,4.8
381,1609,4.59
266,21518,4.65
164,583,3.5
3,329,5
346,338,5
31,68,1
41,2110,4.89
106,66,5
39,210,5
46,476,5
76,2055,5
296,293803,2.81
385,206057,4.48
105,96275,4.75
32,92786,4.9
93,27403,4.81
82,52555,4.71
32,77915,4.94
138,44955,4.82
52,49632,2.63
30,36879,3.75
73,94526,4.85
223,60998,4.62
436,37457,3.66
32,64546,4.95
119,59259,4.52
60,57565,1.8
182,44093,4.92
35,50728,1.54
415,269528,4.73
571,1347,4.97
660,9329,4.95
289,993,5
291,4506,4.14
518,1629,4.97
144,3080,4.97
581,1292,4.97
436,289,4.93
531,673,4.93
2380,1332,4.86
306,202,4.97
454,17922,4.4
191,293,5
265,36119,4.22
30,27960,4.65
146,160548,4.77
50,19285,3.33
246,20553,4.7
175,230872,3.79
68,122260,4.7
134,24412,4.71
227,145898,2.79
9,12,0
333,12,0
95,7,5
217,0,0
92,1,0
37,0,0
21,0,0
14,0,0
387,19,5
307,0,0
91,28,0
125,0,0
481,96,5
57,0,0
207,0,0
22,1,0
219,2,0
181,5,0
82,0,0
107,0,0
21,0,0
59,2,0
180,2,0
68,0,0
246,0,0
256,0,0
53,0,0
354,0,0
519,2,0
93,1,0
600,4,0
290,1,0
39,0,0
216,1,0
21,0,0
37,6,0
347,0,0
121,4,0
430,0,0
330,0,0
16,0,0
482,0,0
546,0,0
401,2,0
239,0,0
4,5,0
131,1,0
621,1,0
123,2,0
144,0,0
245,2,0
67,0,0
6,0,0
93,0,0
60,0,0
124,2,0
30,0,0
43,1,0
124,0,0
202,0,0
21,0,0
220,0,0
14,0,0
18,0,0
173,0,0
260,1,0
104,0,0
104,0,0
600,1,0
636,4,0
206,5,0
21,0,0
73,0,0
395,1,0
217,12,0
36,1,0
71,1,0
264,0,0
115,3,0
362,0,0
20,0,0
53,0,0
243,0,0
254,1,0
267,0,0
74,0,0
204,0,0
145,1,0
21,0,0
458,3,0
19,2,0
27,4,5
230,0,0
66,1,0
44,5,0
19,1,0
21,0,0
4,4,0
99,14,0
155,5190,4.93
180,12627,4.94
71,366,5
644,11481,4.86
83,73632,4.73
100,1066,4.9
77,5782,0
174,1864,4.84
94,554,4.66
120,9837,4.95
229,4764,4.98
623,1336,4.55
217,2231,4.97
107,765,4.74
405,1446,5
58,2419,4.66
244,5414,4.53
566,1969,4.7
30,3880,4.93
166,699,4.78
263,3332,4.79
138,129,5
378,279,4.2
102,791,3.83
569,235,5
65,74,4
236,96,3
152,6464,4.56
404,747,4.86
190,669034,4.6
197,158260,4.78
162,166954,4.78
87,108539,4.72
58,87600,1.77
55,109901,2.25
99,192751,4.52
242,57195,4.88
158,133035,4.81
621,92122,4.69
533,32354,4.9
195,55798,4.52
378,124781,4.28
33,41038,4.92
167,33814,1.89
55,33772,1.8
472,38815,4.2
66,46417,4.94
73,193453,4.55
508,324018,4.85
46,270767,3.68
79,28903,4.23
32,1100,4.97
40,4352,4.29
122,2006,4.6
116,520,4.89
200,1028,4.47
205,4706,4.69
381,721,4.88
125,500,4.96
489,860,4.85
38,695,4.86
121,927,5
2565,1481,5
51,2884,4.8
382,449,5
759,1252,4.78
318,227,4.98
216,4911,4.62
522,7019,4.62
32,7531,5
230,3360,4.8
150,18434,4.61
137,16632,4.9
288,12050,4.95
600,42457,3.31
324,160826,4.92
332,401974,4.29
279,68479,4.76
181,61288,4.57
71,3873,5
127,209,0
166,1,0
295,5,0
248,81,0
32,0,0
90,19,0
82,9,0
18,1,0
124,1,0
86,0,0
356,0,0
30,0,0
24,2,0
230,1,0
24,158,0
172,1,0
235,0,0
541,0,0
73,0,0
4,1,0
154,0,0
193,1,0
231,8,0
60,0,0
266,0,0
43,0,0
37,6,0
622,0,0
85,0,0
171,2,0
181,0,0
110,1,0
639,0,0
378,0,0
319,0,0
26,1,0
22,0,0
530,0,0
141,0,0
168,1,0
212,0,0
336,0,0
9,0,0
59,1,0
331,0,0
18,0,0
37,0,0
23,2,0
51,0,0
522,12,0
253,1,0
5,3,0
37,1,0
56,0,0
38,1,0
36,3,0
376,0,0
43,1,0
80,2,5
36,2,0
243,0,0
290,0,0
260,1,0
21,0,0
171,1,0
3,1,0
593,48,5
570,34,5
5,0,0
312,0,0
71,0,0
154,1,0
12,0,0
485,5,0
58,0,0
38,1,0
170,0,0
600,18,0
179,1,0
221,7,0
255,0,0
9,0,0
155,34,5
81,0,0
96,0,0
77,0,0
23,0,0
42,0,0
280,9,0
350,2,0
200,2,0
242,0,0
118,13,0
40,1,0
494,0,0
71,1,0
187,0,0
20,0,0
1,31,0
627,0,0
207,13833,4.68
571,3182,4.89
560,784,1.74
133,2478,4.89
21,2609,4.49
114,8731,3.98
522,9492,4.71
170,2974,4.86
398,1838,4.96
97,238,4
248,723,4.29
140,5090,4.93
284,1139,4.92
558,705,5
195,1026,4.63
131,253,4.84
180,790,4.96
40,5193,3.67
78,215,5
233,25,0
88,7963,4.4
69,1162,5
69,427,5
332,214,4.91
100,438,5
182,30,0
91,350684,3.98
220,283359,4.15
601,207783,4.84
552,186709,4.88
29,118267,1.4
505,114426,4.85
217,151142,4.8
82,108689,4.62
133,266718,4.87
600,43521,4.8
561,72172,4.82
111,82145,4.61
589,35938,4.91
1286,52428,4.64
221,44963,4.72
170,63375,4.82
487,29877,4.81
403,29932,4.8
53,66566,4.4
635,27867,4.87
385,175992,4.1
239,9247,4.7
56,6483,4.97
34,5349,5
324,5130,4.78
122,661,4.97
573,2242,4.91
211,1822,4.71
188,474,4.91
637,1643,4.66
68,2413,5
67,3367,5
135,1322,4.59
63,3522,5
204,1494,4.4
207,1234,4.99
353,546,4.95
24,3873,4.93
501,678,4.94
81,249,4.81
35,246,4.81
595,188,5
475,552,4.98
235,14768,4.54
193,1117,5
147,1610,2.93
523,138508,4.04
462,196386,4.59
168,429506,4.45
566,6996,4.9
1784,2379,5
63,73052,4.69
545,21771,4.86
255,36256,4.17
25,23905,2.39
177,2167,3.62
87,9129,4.9
162,5017,4.45
47,14,0
209,10,0
105,9,0
370,1,0
30,0,0
71,0,0
472,0,0
22,3,0
318,7,0
262,3,0
180,1,0
24,1,0
144,4,0
170,0,0
70,0,0
38,0,0
30,1,0
208,0,0
123,7,5
169,1,0
105,0,0
29,0,0
199,1,0
113,0,0
21,0,0
220,0,0
22,0,0
89,0,0
107,1,0
150,0,0
134,3,0
48,2,0
204,0,0
54,0,0
68,2,0
225,0,0
49,0,0
4,2,0
11,0,0
7,1,0
322,0,0
30,0,0
60,0,0
417,2,0
157,0,0
22,0,0
578,0,0
18,17,0
98,0,0
505,0,0
246,0,0
246,9,0
154,0,0
36,0,0
19,3,0
252,0,0
368,2,0
109,1,0
62,0,0
71,2,0
273,0,0
79,0,0
227,1,0
21,0,0
11,0,0
336,1,0
68,0,0
302,1,0
22,0,0
230,10,0
191,4,0
141,3,5
207,0,0
31,0,0
189,1,0
89,0,0
87,7,0
146,0,0
166,1,0
277,0,0
102,0,0
282,0,0
186,0,0
51,1,0
573,0,0
166,0,0
59,0,0
25,1,0
36,0,0
5,0,0
561,1,0
189,0,0
50,0,0
50,0,0
247,0,0
117,10544,4.1
71,1177,2.88
183,22303,4.57
133,1131,4.81
48,5399,4.34
269,3101,4.88
160,78725,4.94
492,3375,4.91
282,238,5
67,351,5
228,1048,4.71
183,4032,4.72
1124,4470,4.87
269,1822,1.74
458,1263,4.77
600,994,4.94
135,319,4.88
234,2829,4.2
192,1111,4.65
142,572,4.65
58,363,5
28,673,5
236,382,5
176,90,5
196,11419,4.75
475,4491,4.67
101,71,5
51,405,0
74,67,5
485,240,5
245,762,5
88,916,5
654,1082,3.08
234,215682,4.73
194,427985,3.63
220,278291,4.43
307,170419,4.55
341,242957,4.13
117,152246,4.86
43,11302,2.57
166,98861,4.93
433,50998,4.69
193,34751,4.71
161,33793,4.62
158,109443,4.72
656,40501,3.68
599,21247,4.88
107,25719,4.65
204,58829,4.72
265,31196,4.02
439,64067,4.52
88,38615,4.64
417,15073,4.94
56,1141761,3.99
208,313341,4.67
252,193770,4.48
143,905,4.99
107,4804,4.83
42,10547,4.62
236,273,5
196,649,5
137,345,5
265,1005,5
108,2121,5
47,2928,4.79
136,854,4.83
154,1910,4.47
170,634,4.5
115,1081,4.95
247,2040,4.86
85,3332,4.81
460,1122,5
84,1287,4.84
186,1080,4.7
275,1167,4.92
409,371,5
490,1699,4.75
117,3154,4.3
87,36270,1.47
470,11565,4.94
130,4956,4.78
219,17001,5
961,78003,4.78
275,7343,5
95,42922,4.94
262,4643,5
73,20017,5
229,50463,4.78
451,4990,4.71
160,33777,4.96
22,3313,3
254,66,0
23,9,0
76,2,0
569,6,0
31,1,0
247,0,0
100,0,0
25,0,0
38,9,0
201,1,0
28,0,0
44,7,5
74,18,5
176,0,0
35,1,0
90,0,0
175,2,0
54,0,0
58,0,0
32,0,0
32,1,0
31,0,0
252,0,0
183,0,0
38,0,0
548,0,0
61,0,0
76,0,0
159,0,0
103,0,0
297,0,0
307,0,0
261,0,0
122,0,0
173,0,0
55,0,0
387,0,0
88,1,0
215,1,0
333,0,0
42,0,0
157,9,0
87,0,0
60,0,0
42,0,0
19,0,0
158,0,0
528,2,0
31,0,0
239,2,0
286,2,5
58,0,0
35,0,0
448,0,0
108,0,0
201,3,0
76,0,0
587,0,0
188,0,0
20,0,0
26,0,0
570,1,0
274,5,0
16,4,0
45,0,0
307,12,0
223,0,0
44,0,0
428,0,0
210,0,0
62,0,0
16,0,0
211,1,0
96,1,0
51,0,0
76,1,0
246,0,0
230,0,0
531,1,0
151,4,0
234,0,0
30,0,0
20,0,0
482,1,0
223,0,0
77,3,0
131,4,0
251,0,0
343,0,0
145,1,0
26,1,0
246,0,0
231,0,0
218,0,0
60,1,0
98,1,0
362,1,0
366,4,0
100,6995,4.5
41,6153,4.83
128,19864,4.63
376,3496,4.89
122,4469,4.74
89,1488,3.74
319,2808,4.96
439,8080,4.88
162,6327,4.12
200,2493,4.91
95,1363,4.55
37,2616,4.88
840,4475,4.9
530,24510,4.76
311,14271,4.8
230,358,4.29
607,7211,4.92
323,1517,4.86
553,913,4.78
612,2874,4.98
85,113155,4.31
113,203,5
36,46,1
212,252,4.2
245,14742,4.81
222,556,4.29
280,244,0
223,1067,4.91
265,193330,4.74
406,260797,4.74
133,265329,2.29
262,107610,4.87
492,301422,3.89
165,156255,4.79
186,148013,4.83
242,151241,4.68
208,84447,3.91
107,60536,4.72
409,93201,4.56
360,36630,4.23
51,49154,4.88
186,115129,4.66
557,46162,4.86
232,89640,4.25
170,26744,3.88
354,19550,4.97
319,39731,4.82
101,31648,4.66
213,6629,4.69
203,4135,5
161,1483,5
577,5474,4.86
409,19475,4.83
310,1198,4.92
201,3724,5
109,1221,5
23,1461,4.95
125,886,4.84
247,1588,5
34,1618,4.65
153,293,4.89
268,42650,4.76
19,33656,4.89
518,1164,4.97
466,540,4.99
153,4783,4.92
310,441,4.95
165,18300,4
318,1499,4.44
660,13057,4.94
129,43080,4.75
540,8562,4.84
101,14217,4.98
148,158753,4.99
493,7160,4.7
64,84358,4.88
3561,8052,4.88
644,4760,4.65
61,227325,4.66
36,155486,4.44
300,84027,3.95
191,16511,4.82
370,13190,4.79
37,30718,3.8
111,100947,4.44
409,11,0
270,16,0
12,4,0
46,2,0
62,0,0
170,30,5
228,2,0
276,1,0
43,2,0
37,0,0
175,0,0
1,2,0
165,1,0
314,2,0
225,0,0
72,1,0
226,0,0
244,0,0
362,0,0
218,1,0
68,4,0
210,0,0
262,0,0
228,0,0
65,0,0
144,1,0
261,0,0
81,0,0
58,0,0
340,0,0
54,0,0
568,0,0
39,1,0
120,0,0
442,0,0
8,0,0
49,2,0
289,2,0
22,0,0
147,7,0
4,0,0
194,2,0
227,5,0
107,1,0
40,0,0
275,2,0
220,2,0
50,0,0
122,1,0
175,0,0
52,0,0
390,3,4
101,2,0
19,1,0
214,8,0
362,0,0
25,0,0
372,2,0
45,0,0
3,0,0
377,0,0
199,1,0
121,0,0
589,0,0
40,0,0
67,0,0
3,2,0
596,8,0
235,1,0
108,5,4
192,2,5
80,0,0
93,5,0
220,0,0
206,0,0
190,1,0
94,4,0
197,1,0
142,1,0
73,1,0
142,1,0
41,0,0
138,1,0
18,0,0
46,0,0
82,0,0
25,1,0
36,1,0
136,0,0
320,0,0
136,3,0
243,0,0
21,0,0
106,4,0
406,0,0
36,0,0
62,0,0
152,4,0
230,14624,4.83
32,214,4.82
160,21454,4.87
277,5841,4.96
120,19039,4.88
177,18645,4.88
380,1038,4.24
62,13188,4.83
226,1311,4.96
45,1636,4.7
277,1103,4.99
971,10687,4.89
261,7979,4.83
271,1384,4.51
151,7515,4.84
347,10766,4.84
231,2290,4.88
188,4317,4.81
269,2504,4.92
558,1323,4.89
101,14394,4.83
315,272490,4.82
141,1437,4.2
46,2010,5
485,43,5
76,154,4
613,84,4
226,123,5
37,410,4.5
231,438,4.86
135,160,5
191,277,5
214,147406,2.76
253,198441,4.85
619,289757,4.1
348,99644,4.29
21,93380,4.71
228,90663,4.23
167,17113,4.9
74,23286,4.75
191,76334,4.67
115,26886,4.89
156,13246,4.8
563,64980,4.45
165,78986,4.63
56,34367,4.88
245,22613,4.94
133,17706,4.72
605,43391,4.83
175,45500,4.52
148,337638,4.7
309,15848,4.6
333,3488,4.88
26,6753,4.95
58,1855,4.97
41,8916,4.9
159,2874,5
175,1459,5
226,2420,4.97
199,1659,4.92
233,1762,5
51,2004,5
161,40733,4.88
172,1538,4.55
139,2383,4.66
213,6008,4.89
335,1896,4.93
576,43939,4.73
261,922,5
180,35533,4.04
9,2277,4.36
133,2247,4.56
33,1908,4.56
71,46679,4.72
203,5,5
308,1,0
248,1,0
98,0,0
96,27,0
78,0,0
90,4,0
251,1,0
123,1,0
108,2,0
121,3,5
80,0,0
233,0,0
119,0,0
53,0,0
158,7,5
600,4,5
223,3,0
321,7,0
92,1,0
14,0,0
10,1,0
42,0,0
265,0,0
120,12,0
65,0,0
481,0,0
202,1,0
30,1,0
24,1,0
78,0,0
186,0,0
213,0,0
18,0,0
200,2,0
501,1,0
129,5,0
81,1,0
74,2,0
77,11,5
564,0,0
244,0,0
180,1,0
57,1,0
18,0,0
65,1,0
194,0,0
68,0,0
6,0,0
21,0,0
40,0,0
8,0,0
287,1,0
180,0,0
158,0,0
17,0,0
151,0,0
440,2,0
153,12,0
376,0,0
79,0,0
146,7,0
41,2,0
18,2,0
19,0,0
46,3,0
44,0,0
174,0,0
451,0,0
350,0,0
80,0,0
59,0,0
184,0,0
200,2,0
147,0,0
232,4,5
151,2,0
286,0,0
553,136,5
131,6,5
239,0,0
66,0,0
141,3,0
25,1,0
185,0,0
79,2,0
659,1,0
141,8,0
34,0,0
558,8,0
247,0,0
268,0,0
201,6,0
212,1,0
93,7,0
138,0,0
313,3,0
33,1,0
70,2221,4.7
232,2002,4.39
199,1137,3.95
135,3962,4.99
170,1534,4.86
5,2984,4.8
428,3964,4.89
136,1591,4.68
2434,1787,5
43,3932,4.38
197,3329,4.89
262,4200,4.94
180,859,5
118,5609,4.77
211,316,5
290,6116,4.87
1708,1917,4.79
156,6208,4.93
104,490,4.86
114,7682,4.5
274,3365,4.91
89,106,3
177,86,5
59,172,5
228,113,4.5
794,27757,4.6
90,204616,4.72
849,180216,4.81
94,188148,4.8
236,126048,4.62
760,142448,4.4
291,41596,4.92
157,53761,3.51
358,139912,4.95
51,90395,4.81
195,39025,3.91
78,36726,4.47
427,31979,4.93
46,82139,4.34
519,74382,4.84
572,20347,4.94
525,26921,4.93
107,37581,4.36
527,23631,4.96
732,29084,4.65
132,40506,4.87
279,592858,4.76
282,4667,4.83
42,1053,4.97
180,4916,5
180,5110,4.89
157,12310,4.46
27,5863,4.84
51,4816,4.6
233,1490,4.77
105,302,4.78
229,1672,4.96
600,714,5
179,424,4.71
212,630,4.92
418,767,5
643,710,5
514,1054,5
265,1239,4.8
182,21740,4.88
259,600,4
291,407,4.84
145,3978,4.84
46,217,4.98
110,1226,4.77
336,372,5
214,894,3.78
223,9553,4.54
333,12744,4.55
126,22194,4.78
209,1317,4.88
70,2596,5
276,22545,4.92
105,98072,4.25
603,42674,4.69
20,1688,4
272,377722,4.81
207,390122,4.6
21,99,0
160,0,0
94,0,0
192,12,0
154,10,5
139,5,0
193,0,0
42,0,0
142,49,5
53,1,0
318,6,0
162,8,5
58,0,0
44,0,0
253,0,0
253,5,0
4,0,0
224,4,5
32,1,0
65,2,0
25,1,0
13,0,0
125,1,0
123,69,0
183,3,0
11,5,0
395,0,0
187,11,1
18,3,0
77,0,0
118,3,0
62,0,0
46,1,0
95,3,0
202,0,0
40,0,0
40,7,0
9,1,0
225,4,0
63,1,0
190,6,0
49,10,5
78,1,0
19,1,0
28,3,0
33,0,0
73,3,0
174,0,0
61,0,0
331,1,0
487,1,0
218,0,0
122,2,0
12,2,0
300,0,0
105,4,5
84,0,0
128,0,0
6,2,0
111,5,0
120,3,0
235,7,0
247,4,0
16,0,0
65,1,0
221,2,0
52,4,0
353,0,0
34,3,0
154,1,0
574,1,0
340,0,0
35,3,0
226,4,5
134,10,5
215,0,0
81,3,0
4,1,0
27,0,0
45,0,0
15,1,0
296,0,0
115,0,0
44,1,0
220,2,0
251,2,0
152,0,0
65,0,0
420,2,0
185,4,0
266,4,0
22,0,0
145,5,0
306,2,0
144,1,0
43,18,5
23,4,0
286,0,0
517,0,0
30,971,4.43
191,6975,4.56
197,7497,4.68
321,6187,4.85
267,220,4.95
491,13507,4.91
165,13829,4.83
249,524,3.09
377,3292,4.75
515,1374,4.96
97,3499,4.38
262,2928,4.82
82,1458,4.91
206,14462,4.78
85,4244,4.89
258,17217,4.82
219,3037,4.68
145,811,4.92
263,2936,4.83
96,330,5
212,234,5
268,4653,5
82,336,4.71
206,89,5
80,60,5
45,359,5
57,21375,4.59
191,218992,4.87
617,188000,4.33
233,159590,4.5
334,83730,4.76
561,119857,4.72
377,25591,4.52
351,33172,4.47
90,37480,4.1
611,72350,4.67
464,13395,4.71
763,31275,4.36
187,81316,4.55
262,61007,4.78
415,70975,4.74
228,32476,4.78
101,33509,4.02
35,21056,4.94
290,52035,4.55
218,2906,4.74
84,59823,2.81
31,33316,2.8
375,24498,4.79
128,23401,4.71
349,2752,4.94
30,1843,4.68
114,2009,4.21
114,305,4.88
600,1428,5
515,1572,5
167,1415,4.67
56,3004,5
359,147,4.91
130,1568,5
389,5542,4.68
199,515,4.81
209,401,5
127,549,4.84
389,981,4.92
215,334,4.87
626,2440,4.86
332,232,4.94
617,849,4.68
264,190,4.94
77,6906,4.58
267,127383,4.15
270,210105,4.57
573,30938,4.82
89,1866,4.91
566,18236,4.76
275,203677,4.33
575,4406,4.86
60,4120,3.77
60,118184,2.42
25,0,0
52,0,0
52,13,0
218,45,0
98,5,0
87,113,0
38,1,0
93,0,0
217,3,0
8,2,0
55,0,0
18,0,0
14,0,0
376,0,0
119,0,0
568,0,0
194,2,0
84,1,0
71,14,0
24,0,0
219,3,0
150,58,0
85,3,0
6,0,0
15,0,0
8,2,5
92,2,0
39,1,0
171,0,0
81,0,0
10,2,0
193,1,0
232,2,0
33,0,0
190,0,0
87,1,0
302,1,0
66,0,0
103,0,0
205,0,0
48,0,0
271,0,0
162,1,0
545,0,0
65,32,0
47,0,0
45,2,0
84,4,0
278,1,0
297,1,0
144,0,0
224,1,0
1,0,0
456,11,0
42,0,0
171,0,0
337,1,0
96,5,0
170,0,0
601,1,0
659,0,0
115,4,0
60,9,0
39,0,0
110,1,0
404,0,0
600,3,0
499,0,0
93,1,0
175,0,0
144,1,0
36,0,0
52,0,0
195,0,0
153,21,5
314,2,0
80,3,0
49,1,0
27,0,0
299,3,0
116,2,0
220,2,5
329,1,0
404,0,0
189,0,0
179,3,0
20,10,0
56,0,0
74,0,0
376,3,0
301,0,0
80,1,0
73,2,0
66,9,0
73,0,0
226,1,0
121,0,0
170,0,0
19,761,4.43
157,7031,4.75
651,7843,4.91
51,264,5
350,20894,4.76
240,1933,4.86
138,206,4.02
45,22968,4.48
254,435,4.96
197,440,4.99
233,1692,4.75
97,655,4.03
87,467,4.96
23,10835,2.98
269,664,4.8
114,765,4.8
10,2590,0
52,3741,4.89
72,1455,4.98
220,3061,5
187,3421,4.96
116,73,5
290,249,5
340,145,5
63,108,5
60,118,0
75,414,5
63,96,3
54,244,5
28,456150,4.43
415,180578,4.89
472,220872,4.37
41,121925,3.35
681,73658,4.75
221,41573,4.89
49,59426,3.99
215,93854,1.96
92,355781,4.71
346,253314,4.62
103,94759,4.71
213,110039,2.7
400,27131,4.96
92,109224,4.71
202,32657,4.88
23,157594,4.52
380,15927,4.73
48,35377,4.68
82,164722,4.15
51,108380,3.77
224,414910,2.79
144,1245595,4.51
159,237034,4.73
244,368656,4.72
432,188912,4.23
172,346345,4.39
267,201254,4.66
440,19564,4.49
227,908,4.96
416,849,5
457,441,4.89
1047,992,4.93
127,761,4.63
251,11880,5
597,867,5
175,903,4.93
155,214,4.97
111,1585,4.79
104,2089,5
659,1254,4.88
283,1207,4.8
220,1109,4.97
598,3568,5
211,240,4.91
283,1701,5
89,6051,4.76
123,50770,4.68
311,2778,4.8
188,43188,4.71
477,2080,4.94
76,2208,5
596,28601,4.76
96,10936,4.17
127,70530,4.89
69,17573,4.79
291,35520,4.52
175,9216,4.94
193,17997,4.31
90,36528,2.64
50,16091,4.84
85,3463,4.75
64,206,5
73,4,5
289,3,0
173,2,0
35,1,0
349,14,0
508,2,0
397,0,0
136,0,0
19,1,0
31,1,0
541,11,5
25,0,0
76,214,4.92
600,0,0
237,0,0
459,0,0
9,0,0
123,1,0
215,0,0
143,0,0
226,15,0
14,0,0
48,0,0
242,0,0
464,0,0
135,1,0
266,3,0
220,0,0
217,0,0
46,0,0
30,1,0
460,0,0
238,1,0
292,0,0
52,0,0
91,2,0
227,1,0
647,1,0
15,38,0
210,0,0
2,1,0
282,1,0
11,0,0
19,0,0
257,0,0
38,2,0
22,0,0
49,0,0
127,0,0
197,0,0
228,13,0
150,1,0
156,0,0
137,1,0
122,3,0
241,1,0
199,4,0
32,2,0
17,0,0
91,0,0
314,4,0
210,1,0
93,3,0
94,7,0
244,5,0
309,0,0
54,0,0
195,0,0
323,5,0
591,2,0
198,4,0
25,3,0
59,0,0
131,0,0
97,0,0
48,4,0
535,2,0
53,1,0
4,1,0
63,4,0
87,0,0
127,2,0
102,1,0
23,0,0
131,2,0
112,5,0
36,1,0
51,1,0
40,0,0
244,1,0
20,0,0
129,2,0
183,3,0
142,1,0
217,2,0
247,3,0
429,15,5
26,0,0
67,14659,4.41
103,6512,4.7
193,6896,4.54
70,8543,4.89
225,4304,4.67
590,11618,4.97
144,7300,4.73
82,2496,4.94
423,3524,4.9
143,7130,4.84
165,2301,4.6
2454,2654,4.96
67,4154,4.84
601,572,2.88
32,147,4
660,2170,4.8
260,450,5
89,92315,4.94
179,220,0
342,143,5
175,148,5
282,521,3.27
52,54,5
297,46,5
114,323028,4.64
1025,148560,4.68
75,49249,4.66
124,31926,4.51
173,82539,4.62
336,31011,4.71
351,38945,4.79
469,73283,4.5
275,59525,4.27
82,6281,4.81
492,41370,4.77
522,8993,5
522,8039,5
665,36710,4.69
124,1713,4.95
160,11199,4.93
150,11801,4.04
118,1010,4.92
599,4874,4.86
412,704,4.99
228,1254,4.81
589,3136,5
234,1310,4.94
106,2487,5
158,972,4.83
97,771,4.55
60,1376,5
52,929,5
157,1302,4.92
186,1340,4.38
141,90156,4.92
366,4307,4.89
306,971,4.98
532,1828,5
660,769,4.98
174,212,4.93
96,280348,4.05
246,2201,4.5
123,49471,4.6
119,38013,4.62
549,4266,4.98
249,1642,5
103,19279,3.86
148,49453,4.66
635,11135,4.94
139,2373,5
224,379384,4.55
39,107254,4.46
583,6353,4.93
8,14,0
5,1,0
93,2,0
278,1,0
29,1,0
193,0,0
326,1,0
248,0,0
179,0,0
126,0,0
492,0,0
125,2,0
331,0,0
118,1,0
38,1,0
39,2,0
28,2,0
231,0,0
287,3,0
189,2,0
88,0,0
165,7,0
39,0,0
85,0,0
319,13,0
91,3,0
11,2,0
319,0,0
37,0,0
540,0,0
75,0,0
300,9,0
460,3,0
1,0,0
72,0,0
361,0,0
598,0,0
88,1,0
32,0,0
8,0,0
288,2,0
161,5,0
319,1,0
580,0,0
43,7,0
53,0,0
5,0,0
115,3,0
274,1,0
14,0,0
68,8,0
319,0,0
202,7,5
86,1,0
82,0,0
136,2,0
221,0,0
324,0,0
92,0,0
66,0,0
53,9,0
60,1,0
329,3,0
15,0,0
41,0,0
123,1,0
41,0,0
34,0,0
40,4,0
84,2,5
445,0,0
571,4,0
275,1,0
28,4,0
8,0,0
195,1,0
582,1,0
168,0,0
253,23,0
600,0,0
117,0,0
3,0,0
496,4,0
304,0,0
81,0,0
99,11,0
129,0,0
38,0,0
232,0,0
568,0,0
578,1,0
596,2,5
328,1,0
48,0,0
231,0,0
68,7,0
15,2,0
325,60042,4.02
285,19828,4.7
89,21247,4.97
316,12403,4.95
198,4122,4.96
227,2171,3.65
499,13583,4.93
274,8062,4.87
255,9615,4.29
106,326,5
600,1484,4.97
183,11808,4.9
144,7975,4.76
221,750,2.24
261,10226,3.48
595,4144,4.75
201,11381,4.6
264,5756,3.88
913,2325,4.91
75,4673,5
83,2184,4.52
112,11274,4.82
48,164874,4.04
58,979,4.75
238,380,3.2
92,352,4.58
75,224,5
181,296,5
86,1664,4.11
354,631,3.5
89,4772,5
196,1038,4.48
233,218268,4.6
175,144378,4.72
137,147677,4.73
214,149230,3.83
548,153953,4.27
202,89682,3.58
245,116986,3.98
220,113046,4.53
678,57974,4.66
211,128120,3.2
590,59573,4.9
600,53371,4.88
362,76058,4.79
245,54625,3.6
240,97377,4.86
238,54441,4.92
1127,32224,4.84
263,66203,4.62
593,44658,4.87
569,52152,4.66
360,264777,4.78
229,333694,4.58
372,5417,4.96
75,5035,4.85
206,875,4.91
86,2158,5
180,7048,4.64
180,4686,4.81
206,21372,4.39
180,4129,4.94
121,1345,4.63
44,796,4.92
401,4483,4.97
557,988,4.98
435,2437,4.92
184,11198,3.25
246,167337,4.04
88,13169,4.33
218,53632,4.7
551,2533,5
22,16754,4.76
271,87708,4.43
146,14389,4.85
392,126346,4.83
259,19920,4.77
18,62283,5
645,9111,4.53
494,2583,5
330,1188,5
263,5083,5
83,5,0
43,4,5
149,10,5
101,1,0
153,1,0
70,25,0
13,1,0
5,9,0
215,4,0
409,3,0
37,1,0
91,6,0
29,0,0
13,6,0
209,5,5
0,0,0
598,22,5
287,0,0
298,0,0
122,2,0
32,0,0
54,8,0
257,0,0
259,0,0
115,1,0
21,15,0
119,0,0
357,7,0
5,2,1
195,0,0
29,46,0
49,0,0
206,0,0
95,4,0
66,0,0
257,2,0
216,5,0
300,0,0
86,0,0
365,0,0
51,32,5
149,1,0
189,13,0
110,1,0
154,1,0
220,1,0
26,2,0
316,5,5
259,0,0
334,0,0
601,2,0
21,1,0
200,23,0
634,6,0
156,0,0
61,27,0
310,0,0
27,0,0
135,3,0
108,1,0
102,0,0
491,1,0
5,9,5
217,0,0
226,1,0
298,0,0
406,2,0
165,0,0
199,0,0
51,6,0
377,0,0
198,4,0
235,0,0
237,5,0
49,0,0
39,5,0
646,4,0
124,1,0
245,9,0
59,0,0
407,2,0
396,0,0
125,0,0
330,1,0
127,2,0
561,1,0
342,28,5
259,0,0
155,2,0
55,2,0
249,1,0
108,1,0
177,65,5
130,3,0
74,5,0
125,1,0
236,11865,4.89
116,19912,4.53
61,73788,4.73
50,322,5
268,834,4.96
641,1737,4.86
787,8058,4.86
289,1251,4.8
224,3266,4.93
127,3502,4.6
410,6055,4.56
